batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	100.000	91643	0	0	1	91643	1	91643	0.0	1.653e+05
batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	100.000	822	0	0	49226	50047	9741	8920	0.0	1483
batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	100.000	822	0	0	8920	9741	50047	49226	0.0	1483
batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	99.757	824	2	0	49224	50047	30332	31155	0.0	1478
batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	99.757	824	2	0	30332	31155	49224	50047	0.0	1478
batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	99.637	826	3	0	30334	31159	9741	8916	0.0	1476
batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	99.637	826	3	0	8916	9741	31159	30334	0.0	1476
batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	91.268	481	42	0	74501	74981	74411	74891	0.0	679
batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	91.268	481	42	0	74411	74891	74501	74981	0.0	679
batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	94.398	357	20	0	74612	74968	74432	74788	7.52e-158	554
batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	94.398	357	20	0	74432	74788	74612	74968	7.52e-158	554
batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	91.329	346	30	0	74636	74981	74411	74756	2.63e-138	489
batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	91.329	346	30	0	74411	74756	74636	74981	2.63e-138	489
batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	88.281	256	30	0	74726	74981	74411	74666	1.90e-89	327
batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	88.281	256	30	0	74411	74666	74726	74981	1.90e-89	327
batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	100.000	135	0	0	8787	8921	1913	2047	1.78e-64	244
batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	100.000	135	0	0	1913	2047	8787	8921	1.78e-64	244
batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	90.850	153	14	0	74816	74968	74411	74563	3.01e-55	214
batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	90.850	153	14	0	74411	74563	74816	74968	3.01e-55	214
batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	94.737	95	5	0	61985	62079	60682	60776	1.05e-35	149
batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	94.737	95	5	0	60682	60776	61985	62079	1.05e-35	149
batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	95.506	89	4	0	64248	64336	57200	57288	4.47e-34	143
batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	95.506	89	4	0	57200	57288	64248	64336	4.47e-34	143
