batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	98.201	28409	416	5	37610	65925	59181	87587	0.0	48991
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	93.118	15839	983	30	52839	68601	74501	90308	0.0	23610
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	99.344	9147	60	0	27696	36842	50043	59189	0.0	16226
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	98.025	5772	114	0	2420	8191	27168	21397	0.0	9896
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	96.723	2655	87	0	25053	27707	12395	9741	0.0	4396
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	98.010	2111	40	2	22954	25063	14581	12472	0.0	3611
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	99.488	1952	7	3	15591	17541	18247	20196	0.0	3465
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	97.803	1912	42	0	1	1912	1	1912	0.0	3259
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	97.252	1310	36	0	17531	18840	18257	16948	0.0	2201
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	94.967	914	45	1	14635	15547	21405	20492	0.0	1438
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	93.990	599	31	5	69351	69945	91046	91643	0.0	901
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	98.252	515	9	0	1907	2421	28242	27728	0.0	888
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	97.821	413	9	0	22504	22916	16953	16541	0.0	704
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	92.997	357	25	0	52950	53306	74432	74788	6.55e-151	531
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	91.040	346	31	0	52839	53184	74636	74981	8.53e-137	484
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	92.308	325	25	0	52995	53319	74432	74756	1.54e-133	473
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	90.972	288	26	0	53019	53306	74411	74698	2.29e-112	403
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	89.062	256	28	0	53064	53319	74411	74666	2.79e-92	336
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	87.500	256	32	0	52839	53094	74726	74981	7.49e-87	318
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	90.196	153	15	0	53154	53306	74411	74563	9.76e-54	208
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	88.889	153	17	0	52839	52991	74816	74968	5.06e-51	199
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	95.833	96	4	0	40414	40509	60682	60777	5.40e-38	156
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	80.357	168	29	2	42615	42779	61921	62087	8.02e-36	149
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	96.629	89	3	0	42677	42765	57200	57288	2.80e-35	147
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	93.684	95	6	0	39111	39205	61985	62079	9.77e-35	145
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	95.506	89	4	0	34853	34941	64248	64336	3.41e-34	143
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	95.556	90	2	2	42676	42765	63272	63359	1.45e-32	138
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	85.124	121	18	0	53199	53319	74411	74531	1.45e-32	138
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	82.482	137	23	1	40381	40516	64214	64350	5.06e-32	136
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	92.308	91	6	1	39111	39200	64247	64337	7.51e-30	129
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	93.333	90	4	2	41701	41788	64247	64336	7.51e-30	129
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	90.722	97	7	2	34845	34941	63265	63359	2.62e-29	127
batch23_01112019_ENT1804_Ctg3_len_69945_depth_0.65x_circ_blaOXA-48	batch2_21032019_ENT1079_Ctg2_len_91643_depth_2.11x_circ_blaNDM-1	91.304	92	7	1	40411	40502	63269	63359	2.62e-29	127
